SURVEYID,MOSTIMPBOAT,MOSTIMPFISH,MOSTIMPSWIM,MOSTIMPFAM,MOSTIMPBIRD,MOSTIMPBEAUTY,GRADERES,GRADECOM,GRADEFARMOP,GRADECONGROUP,GRADELOCALGOV,GRADEREGULATORS,QOLWQ,SLOWECON,CHNGEPRAC,IMPSED,IMPFERT,IMPECOLI,IMPTRASH,IMPSALT,IMPHITEMP,CONEXCESS,CONCONTH2O,CONLOSS,CONODOR,CONDEPGW,CONBEAUTY,CONRECOPP,SEPTICYEAR,SEPTICDK,SEPTICPUMP,SEPTICINSPECT,SCHECKROOTS,SCHECKWET,SCHECKCLOGS,SCHECKCOVER,STIME,SCOST,SIMPORTANT,SLACKINFO,NSOILTESTFAM,NMANUFERTFAM,ENOTILLFAM,ECOVERFAM,EWATERWAYFAM,NVRTFAM,GENDER,YRBORN,BLACK,AMERIND,ASIAN,LATINO,MULTIRAC,WHITE,PREFERNOTTO,EDUCATION,TIMERES,SIZE,ANIMALS,CROPS,TYPE,FAMCURREN,RESIDENTIAL,SMALLFARM,LARGEFARM
0312,1,0,0,1,1,1,4,3,4,3,3,3,5,5,4,3,3,9,3,9,9,9,9,9,3,9,3,2, ,9,2,2,4,4,1,4,3,4,1,3, , , , , , ,1,1960,0,0,0,0,0,1, ,5,12,29,1,0,2, ,0,1,0
0313,0,1,0,0,0,0,4,2,4,5,3,1,5,5,4,4,2,4,2,9,9,1,9,1,1,1,1,1, , ,3,1,2,2,2,2,1,1,1,1, , , , , , ,1,1947,0,0,0,0,0,1, ,1,30,7,0,0,1,25,1,0,0
0314,1,1,1,1,1,1,4,2,2,3,1,1,5,5,3,4,3,3,4,9,9,9,9,9,9,9,3,3, , ,3,1,3,3,1,4,1,1,1,4, , , , , , ,0,1963,0,0,0,0,0,1, ,5,29,4.58,0,0,1, ,1,0,0
0315,0,0,0,0,0,0,4,2,2,4,2,2,5,5,4,1,9,9,1,1,1,1,1,1,1,1,1,1, ,9,3,0,3,4,4,4,3,4,4, , , , , , , ,0,1950,0,0,0,0,0,1, ,3,40,2.4,0,0,1, ,1,0,0
0316,0,0,0,0,0,0,4,3,3,5,4,3,4,4,4,2,1,1,1,1,9,9,1,1,9,2,9,2,1992, ,3,3,3, , ,4,1,1,1,1, , , , , , ,0,1961,0,0,0,0,0,1, ,6,30,40,0,0,1, ,1,0,0
0317,1,0,1,1,1,1,5,5,5,5,5,5,4,4,3,1,3,1,1,1,1,1,1,1,1,1,1,2,1996, ,2,2,4,4,4,4,1,1,1,1, , , , , , ,0,1963,0,0,0,0,0,1, ,5,17,4,0,0,1, ,1,0,0
0318,0,0,0, ,0,0, , , , , , ,3,3,4,9,9,9,9,9,9, , , , , , , , , ,2,1,2,2,2,2,2,2,3,3,3,2,2,2,2,2,1,1965,0,0,0,0,0,1, ,5,22,15,1,1,2,15,0,1,0
0319,0,1,0,0,0,0, , , , , , ,4,4,4,1,1,1,1,1,1,3,1,3,1,2,1,1, , ,2,2,1,4,1,4,1,1,3,3,4,2,2,2,3,4,0,1954,0,0,0,0,0,1, ,3,45,80,0,1,3,60,0,0,1
0320,1,1,1,1,1,1, , , , , , ,5,5, ,9,9,9,9,9,9,9,4,4,9,9,9,1, ,9,2,1,2,2,2,2,1,2,1,4,3,4,9,3,9,9,0,1957,0,0,0,0,0,1, ,3,1,2.5,1,1,2,0,0,1,0
0321,0,0,0,0,0,0,3,3,3,5,5,3,4,3,5,2,3,3,4,3,1,3,4,4,2,4,3,3, , ,3,0,1,4,1,1, , ,4, , , , , , , ,0, ,0,0,0,0,0,1, ,5,25,6.5,1,0,2,0,0,1,0
0322,1,0,0,0,0,0,2,4,5,4,2,2,5,4,3,3,3,3,3,3,9,4,4,4,2,2,3,3, , ,3,0,2,4,4,4,1,1,1,1,4,4,4,4,4,4,1,1982,0,0,0,0,0,1, ,6,9,3000,0,1,3,10,0,0,1
0323,0,0,0,1,0,0,4,4,4,4,1,4, , , , , , , , , , , , , , , , , , ,3,3,1,1,1,1,1,3,4,4, , , , , , ,1,1953,0,0,0,0,0,1, ,4,23,20,0,0,1,0,1,0,0
0324,0,0,0,0,0,1,5,3,1,5,3,2,5,4,4,4,4,4,3,3,4,4,4,4,4,3,4,4, , ,3,0,1,1,1,4,1,1,1,1, , , , , , ,1,1955,0,0,0,0,0,1, ,2,36,30,1,0,2, ,0,1,0
0325,0,0,0,1,0,0, , , , , , ,5,5,4,9,3,3,9,9,9,3,4,3,2,4,3,3, ,9,3,3,1,1,1,4,4,1,4,4, , , , , , ,1,1962,0,0,0,0,0,1, ,6,1.5,14,1,0,2,0,0,1,0
